name,description,url,research_area,research_url,research_description,committee_member,score,committee_title
Halil Kilicoglu,Associate Professor,https://ischool.illinois.edu/people/halil-kilicoglu,Semantic Computing and Technologies,https://ischool.illinois.edu/research/areas/semantic-computing-and-technologies,"Studying the structure, design, and manipulation of computer content and technologies (e.g., AI, natural language, software engineering) to better satisfy the needs and intentions of users and to create a more meaningful user experience
",Halil Kilicoglu,100.0,Faculty Grievance 
Haohan Wang,Assistant Professor,https://ischool.illinois.edu/people/haohan-wang,Artificial Intelligence and Machine Learning,https://ischool.illinois.edu/research/areas/artificial-intelligence-and-machine-learning,"Researching the models, methods, uses, and impact of intelligent systems design for processing data and information
",Haohan Wang,100.0,AI 
Haohan Wang,Assistant Professor,https://ischool.illinois.edu/people/haohan-wang,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Haohan Wang,100.0,AI 
Haohan Wang,Assistant Professor,https://ischool.illinois.edu/people/haohan-wang,"FATE (fairness, accountability, transparency, ethics)",https://ischool.illinois.edu/research/areas/FATE,"Researching the complex social implications of AI, machine learning, data science, large-scale experimentation, and increasing automation; and developing computational techniques that draw on the deeper context surrounding these issues from sociology, history, and science and technology studies
",Haohan Wang,100.0,AI 
Haohan Wang,Assistant Professor,https://ischool.illinois.edu/people/haohan-wang,"Health, Medical, and Bio-Informatics",https://ischool.illinois.edu/research/areas/health-medical-and-bio-informatics,"Collecting and analyzing biological, medical, and health information
",Haohan Wang,100.0,AI 
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Artificial Intelligence and Machine Learning,https://ischool.illinois.edu/research/areas/artificial-intelligence-and-machine-learning,"Researching the models, methods, uses, and impact of intelligent systems design for processing data and information
",Jana Diesner,100.0,Curriculum 
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Artificial Intelligence and Machine Learning,https://ischool.illinois.edu/research/areas/artificial-intelligence-and-machine-learning,"Researching the models, methods, uses, and impact of intelligent systems design for processing data and information
",Jana Diesner                 ,100.0,Undergraduate Programs
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",Jana Diesner,100.0,Curriculum 
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",Jana Diesner                 ,100.0,Undergraduate Programs
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Jana Diesner,100.0,Curriculum 
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Jana Diesner                 ,100.0,Undergraduate Programs
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Jana Diesner,100.0,Curriculum 
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Jana Diesner                 ,100.0,Undergraduate Programs
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Ethics and Values for Information,https://ischool.illinois.edu/research/areas/ethics-and-values-information,"Assessing principles and standards that govern access to information
",Jana Diesner,100.0,Curriculum 
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Ethics and Values for Information,https://ischool.illinois.edu/research/areas/ethics-and-values-information,"Assessing principles and standards that govern access to information
",Jana Diesner                 ,100.0,Undergraduate Programs
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,"FATE (fairness, accountability, transparency, ethics)",https://ischool.illinois.edu/research/areas/FATE,"Researching the complex social implications of AI, machine learning, data science, large-scale experimentation, and increasing automation; and developing computational techniques that draw on the deeper context surrounding these issues from sociology, history, and science and technology studies
",Jana Diesner,100.0,Curriculum 
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,"FATE (fairness, accountability, transparency, ethics)",https://ischool.illinois.edu/research/areas/FATE,"Researching the complex social implications of AI, machine learning, data science, large-scale experimentation, and increasing automation; and developing computational techniques that draw on the deeper context surrounding these issues from sociology, history, and science and technology studies
",Jana Diesner                 ,100.0,Undergraduate Programs
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Informetrics and Scientometrics,https://ischool.illinois.edu/research/areas/informetrics-and-scientometrics,"Studying the quantitative aspects of information and the quantitative features and characteristics of science and scientific research
",Jana Diesner,100.0,Curriculum 
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Informetrics and Scientometrics,https://ischool.illinois.edu/research/areas/informetrics-and-scientometrics,"Studying the quantitative aspects of information and the quantitative features and characteristics of science and scientific research
",Jana Diesner                 ,100.0,Undergraduate Programs
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Semantic Computing and Technologies,https://ischool.illinois.edu/research/areas/semantic-computing-and-technologies,"Studying the structure, design, and manipulation of computer content and technologies (e.g., AI, natural language, software engineering) to better satisfy the needs and intentions of users and to create a more meaningful user experience
",Jana Diesner,100.0,Curriculum 
Jana Diesner,Associate Professor and BSIS Program Director,https://ischool.illinois.edu/people/jana-diesner,Semantic Computing and Technologies,https://ischool.illinois.edu/research/areas/semantic-computing-and-technologies,"Studying the structure, design, and manipulation of computer content and technologies (e.g., AI, natural language, software engineering) to better satisfy the needs and intentions of users and to create a more meaningful user experience
",Jana Diesner                 ,100.0,Undergraduate Programs
Jiaqi Ma,Assistant Professor,https://ischool.illinois.edu/people/jiaqi-ma,Artificial Intelligence and Machine Learning,https://ischool.illinois.edu/research/areas/artificial-intelligence-and-machine-learning,"Researching the models, methods, uses, and impact of intelligent systems design for processing data and information
",Jiaqi Ma,100.0,AI 
Jiaqi Ma,Assistant Professor,https://ischool.illinois.edu/people/jiaqi-ma,"FATE (fairness, accountability, transparency, ethics)",https://ischool.illinois.edu/research/areas/FATE,"Researching the complex social implications of AI, machine learning, data science, large-scale experimentation, and increasing automation; and developing computational techniques that draw on the deeper context surrounding these issues from sociology, history, and science and technology studies
",Jiaqi Ma,100.0,AI 
Jingrui He,Professor and MSIM Program Director,https://ischool.illinois.edu/people/jingrui-he,Artificial Intelligence and Machine Learning,https://ischool.illinois.edu/research/areas/artificial-intelligence-and-machine-learning,"Researching the models, methods, uses, and impact of intelligent systems design for processing data and information
",Jingrui He ,100.0,Curriculum 
Jingrui He,Professor and MSIM Program Director,https://ischool.illinois.edu/people/jingrui-he,Artificial Intelligence and Machine Learning,https://ischool.illinois.edu/research/areas/artificial-intelligence-and-machine-learning,"Researching the models, methods, uses, and impact of intelligent systems design for processing data and information
",Jingrui He  ,100.0,MSIM & Bioinformatics  
Jingrui He,Professor and MSIM Program Director,https://ischool.illinois.edu/people/jingrui-he,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Jingrui He ,100.0,Curriculum 
Jingrui He,Professor and MSIM Program Director,https://ischool.illinois.edu/people/jingrui-he,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Jingrui He  ,100.0,MSIM & Bioinformatics  
Nigel Bosch,Assistant Professor,https://ischool.illinois.edu/people/nigel-bosch,Artificial Intelligence and Machine Learning,https://ischool.illinois.edu/research/areas/artificial-intelligence-and-machine-learning,"Researching the models, methods, uses, and impact of intelligent systems design for processing data and information
",Nigel Bosch,100.0,AI 
Nigel Bosch,Assistant Professor,https://ischool.illinois.edu/people/nigel-bosch,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Nigel Bosch,100.0,AI 
Nigel Bosch,Assistant Professor,https://ischool.illinois.edu/people/nigel-bosch,"FATE (fairness, accountability, transparency, ethics)",https://ischool.illinois.edu/research/areas/FATE,"Researching the complex social implications of AI, machine learning, data science, large-scale experimentation, and increasing automation; and developing computational techniques that draw on the deeper context surrounding these issues from sociology, history, and science and technology studies
",Nigel Bosch,100.0,AI 
Ted Underwood,Professor,https://ischool.illinois.edu/people/ted-underwood,Artificial Intelligence and Machine Learning,https://ischool.illinois.edu/research/areas/artificial-intelligence-and-machine-learning,"Researching the models, methods, uses, and impact of intelligent systems design for processing data and information
",Ted Underwood,100.0,Executive Committee
Ted Underwood,Professor,https://ischool.illinois.edu/people/ted-underwood,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",Ted Underwood,100.0,Executive Committee
Ted Underwood,Professor,https://ischool.illinois.edu/people/ted-underwood,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Ted Underwood,100.0,Executive Committee
Ted Underwood,Professor,https://ischool.illinois.edu/people/ted-underwood,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Ted Underwood,100.0,Executive Committee
Yang Wang,Associate Professor,https://ischool.illinois.edu/people/yang-wang,Artificial Intelligence and Machine Learning,https://ischool.illinois.edu/research/areas/artificial-intelligence-and-machine-learning,"Researching the models, methods, uses, and impact of intelligent systems design for processing data and information
",Yang Wang,100.0,MSIM & Bioinformatics  
Yang Wang,Associate Professor,https://ischool.illinois.edu/people/yang-wang,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",Yang Wang,100.0,MSIM & Bioinformatics  
Yang Wang,Associate Professor,https://ischool.illinois.edu/people/yang-wang,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Yang Wang,100.0,MSIM & Bioinformatics  
Yang Wang,Associate Professor,https://ischool.illinois.edu/people/yang-wang,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",Yang Wang,100.0,MSIM & Bioinformatics  
Yang Wang,Associate Professor,https://ischool.illinois.edu/people/yang-wang,Ethics and Values for Information,https://ischool.illinois.edu/research/areas/ethics-and-values-information,"Assessing principles and standards that govern access to information
",Yang Wang,100.0,MSIM & Bioinformatics  
Yang Wang,Associate Professor,https://ischool.illinois.edu/people/yang-wang,"FATE (fairness, accountability, transparency, ethics)",https://ischool.illinois.edu/research/areas/FATE,"Researching the complex social implications of AI, machine learning, data science, large-scale experimentation, and increasing automation; and developing computational techniques that draw on the deeper context surrounding these issues from sociology, history, and science and technology studies
",Yang Wang,100.0,MSIM & Bioinformatics  
Yang Zhang,Teaching Assistant Professor,https://ischool.illinois.edu/people/yang-zhang,Artificial Intelligence and Machine Learning,https://ischool.illinois.edu/research/areas/artificial-intelligence-and-machine-learning,"Researching the models, methods, uses, and impact of intelligent systems design for processing data and information
",Yang Zhang ,100.0,MSIM & Bioinformatics  
Yang Zhang,Teaching Assistant Professor,https://ischool.illinois.edu/people/yang-zhang,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",Yang Zhang ,100.0,MSIM & Bioinformatics  
Yang Zhang,Teaching Assistant Professor,https://ischool.illinois.edu/people/yang-zhang,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Yang Zhang ,100.0,MSIM & Bioinformatics  
Yang Zhang,Teaching Assistant Professor,https://ischool.illinois.edu/people/yang-zhang,"FATE (fairness, accountability, transparency, ethics)",https://ischool.illinois.edu/research/areas/FATE,"Researching the complex social implications of AI, machine learning, data science, large-scale experimentation, and increasing automation; and developing computational techniques that draw on the deeper context surrounding these issues from sociology, history, and science and technology studies
",Yang Zhang ,100.0,MSIM & Bioinformatics  
Anita Say Chan,Associate Professor,https://ischool.illinois.edu/people/anita-say-chan,Community Informatics,https://ischool.illinois.edu/research/areas/community-informatics,"Understanding how local communities and people in their everyday lives use and might use information technology, in libraries and elsewhere
",Anita Chan,100.0,Experiential Learning
Anita Say Chan,Associate Professor,https://ischool.illinois.edu/people/anita-say-chan,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Anita Chan,100.0,Experiential Learning
Anita Say Chan,Associate Professor,https://ischool.illinois.edu/people/anita-say-chan,Cultural Informatics and Heritage,https://ischool.illinois.edu/research/areas/cultural-informatics-and-heritage,"Understanding the role of information technology in preserving, transmitting, and shaping human culture and heritage
",Anita Chan,100.0,Experiential Learning
Anita Say Chan,Associate Professor,https://ischool.illinois.edu/people/anita-say-chan,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",Anita Chan,100.0,Experiential Learning
Anita Say Chan,Associate Professor,https://ischool.illinois.edu/people/anita-say-chan,Digital Humanities,https://ischool.illinois.edu/research/areas/digital-humanities,"Applying computing or using digital media in the humanities disciplines
",Anita Chan,100.0,Experiential Learning
Anita Say Chan,Associate Professor,https://ischool.illinois.edu/people/anita-say-chan,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",Anita Chan,100.0,Experiential Learning
Anita Say Chan,Associate Professor,https://ischool.illinois.edu/people/anita-say-chan,Ethics and Values for Information,https://ischool.illinois.edu/research/areas/ethics-and-values-information,"Assessing principles and standards that govern access to information
",Anita Chan,100.0,Experiential Learning
Kate Williams,Associate Professor Emerita,https://ischool.illinois.edu/people/kate-williams,Community Informatics,https://ischool.illinois.edu/research/areas/community-informatics,"Understanding how local communities and people in their everyday lives use and might use information technology, in libraries and elsewhere
",,,
Kate Williams,Associate Professor Emerita,https://ischool.illinois.edu/people/kate-williams,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",,,
Kate Williams,Associate Professor Emerita,https://ischool.illinois.edu/people/kate-williams,Cultural Informatics and Heritage,https://ischool.illinois.edu/research/areas/cultural-informatics-and-heritage,"Understanding the role of information technology in preserving, transmitting, and shaping human culture and heritage
",,,
Kate Williams,Associate Professor Emerita,https://ischool.illinois.edu/people/kate-williams,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",,,
Kate Williams,Associate Professor Emerita,https://ischool.illinois.edu/people/kate-williams,Ethics and Values for Information,https://ischool.illinois.edu/research/areas/ethics-and-values-information,"Assessing principles and standards that govern access to information
",,,
Kyungwon Koh,Associate Professor and Director of the Champaign-Urbana (CU) Community Fab Lab,https://ischool.illinois.edu/people/kyungwon-koh,Community Informatics,https://ischool.illinois.edu/research/areas/community-informatics,"Understanding how local communities and people in their everyday lives use and might use information technology, in libraries and elsewhere
",Kyungwon Koh,100.0,MSLIS & CAS   
Kyungwon Koh,Associate Professor and Director of the Champaign-Urbana (CU) Community Fab Lab,https://ischool.illinois.edu/people/kyungwon-koh,Community Informatics,https://ischool.illinois.edu/research/areas/community-informatics,"Understanding how local communities and people in their everyday lives use and might use information technology, in libraries and elsewhere
",Kyungwon Koh,100.0,School Librarian Licensure Program Advisory  
Kyungwon Koh,Associate Professor and Director of the Champaign-Urbana (CU) Community Fab Lab,https://ischool.illinois.edu/people/kyungwon-koh,Education of Information Professionals,https://ischool.illinois.edu/research/areas/education-information-professionals,"Evaluating the content of curricula and the methods for educating information professionals
",Kyungwon Koh,100.0,MSLIS & CAS   
Kyungwon Koh,Associate Professor and Director of the Champaign-Urbana (CU) Community Fab Lab,https://ischool.illinois.edu/people/kyungwon-koh,Education of Information Professionals,https://ischool.illinois.edu/research/areas/education-information-professionals,"Evaluating the content of curricula and the methods for educating information professionals
",Kyungwon Koh,100.0,School Librarian Licensure Program Advisory  
Kyungwon Koh,Associate Professor and Director of the Champaign-Urbana (CU) Community Fab Lab,https://ischool.illinois.edu/people/kyungwon-koh,Information Literacy,https://ischool.illinois.edu/research/areas/information-literacy,"Information literacy is an important skillset that enables individuals to locate, contextualize, evaluate, effectively use, and appropriately communicate information in a variety of different formats
",Kyungwon Koh,100.0,MSLIS & CAS   
Kyungwon Koh,Associate Professor and Director of the Champaign-Urbana (CU) Community Fab Lab,https://ischool.illinois.edu/people/kyungwon-koh,Information Literacy,https://ischool.illinois.edu/research/areas/information-literacy,"Information literacy is an important skillset that enables individuals to locate, contextualize, evaluate, effectively use, and appropriately communicate information in a variety of different formats
",Kyungwon Koh,100.0,School Librarian Licensure Program Advisory  
Martin Wolske,Teaching Assistant Professor,https://ischool.illinois.edu/people/martin-wolske,Community Informatics,https://ischool.illinois.edu/research/areas/community-informatics,"Understanding how local communities and people in their everyday lives use and might use information technology, in libraries and elsewhere
",Martin Wolske,100.0,Experiential Learning
Martin Wolske,Teaching Assistant Professor,https://ischool.illinois.edu/people/martin-wolske,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Martin Wolske,100.0,Experiential Learning
Martin Wolske,Teaching Assistant Professor,https://ischool.illinois.edu/people/martin-wolske,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",Martin Wolske,100.0,Experiential Learning
Martin Wolske,Teaching Assistant Professor,https://ischool.illinois.edu/people/martin-wolske,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",Martin Wolske,100.0,Experiential Learning
Martin Wolske,Teaching Assistant Professor,https://ischool.illinois.edu/people/martin-wolske,Education of Information Professionals,https://ischool.illinois.edu/research/areas/education-information-professionals,"Evaluating the content of curricula and the methods for educating information professionals
",Martin Wolske,100.0,Experiential Learning
Martin Wolske,Teaching Assistant Professor,https://ischool.illinois.edu/people/martin-wolske,Ethics and Values for Information,https://ischool.illinois.edu/research/areas/ethics-and-values-information,"Assessing principles and standards that govern access to information
",Martin Wolske,100.0,Experiential Learning
Sharon Comstock,Teaching Assistant Professor,https://ischool.illinois.edu/people/sharon-comstock,Community Informatics,https://ischool.illinois.edu/research/areas/community-informatics,"Understanding how local communities and people in their everyday lives use and might use information technology, in libraries and elsewhere
",Sharon Comstock,100.0,MSLIS & CAS   
Sharon Comstock,Teaching Assistant Professor,https://ischool.illinois.edu/people/sharon-comstock,Community Informatics,https://ischool.illinois.edu/research/areas/community-informatics,"Understanding how local communities and people in their everyday lives use and might use information technology, in libraries and elsewhere
",Sharon Comstock,100.0,Experiential Learning
Sharon Comstock,Teaching Assistant Professor,https://ischool.illinois.edu/people/sharon-comstock,Community Informatics,https://ischool.illinois.edu/research/areas/community-informatics,"Understanding how local communities and people in their everyday lives use and might use information technology, in libraries and elsewhere
",Sharon Comstock,100.0,School Librarian Licensure Program Advisory  
Yun Huang,Associate Professor,https://ischool.illinois.edu/people/yun-huang,Community Informatics,https://ischool.illinois.edu/research/areas/community-informatics,"Understanding how local communities and people in their everyday lives use and might use information technology, in libraries and elsewhere
",Yun Huang,100.0,Undergraduate Programs
Yun Huang,Associate Professor,https://ischool.illinois.edu/people/yun-huang,Community Informatics,https://ischool.illinois.edu/research/areas/community-informatics,"Understanding how local communities and people in their everyday lives use and might use information technology, in libraries and elsewhere
",Yun Huang,100.0,AI 
Yun Huang,Associate Professor,https://ischool.illinois.edu/people/yun-huang,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",Yun Huang,100.0,Undergraduate Programs
Yun Huang,Associate Professor,https://ischool.illinois.edu/people/yun-huang,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",Yun Huang,100.0,AI 
Yun Huang,Associate Professor,https://ischool.illinois.edu/people/yun-huang,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Yun Huang,100.0,Undergraduate Programs
Yun Huang,Associate Professor,https://ischool.illinois.edu/people/yun-huang,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Yun Huang,100.0,AI 
Brandon Batzloff,Teaching Assistant Professor,https://ischool.illinois.edu/people/brandon-batzloff,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",Brandon Batzloff,100.0,Undergraduate Programs
Brandon Batzloff,Teaching Assistant Professor,https://ischool.illinois.edu/people/brandon-batzloff,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",Brandon Batzloff,100.0,Undergraduate Programs
Jessie Chin,Assistant Professor,https://ischool.illinois.edu/people/jessie-chin,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",Jessie Chin,100.0,Research Advisory      
Jessie Chin,Assistant Professor,https://ischool.illinois.edu/people/jessie-chin,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",Jessie Chin,100.0,Capricious Grading & Student Conduct       
Jessie Chin,Assistant Professor,https://ischool.illinois.edu/people/jessie-chin,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Jessie Chin,100.0,Research Advisory      
Jessie Chin,Assistant Professor,https://ischool.illinois.edu/people/jessie-chin,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Jessie Chin,100.0,Capricious Grading & Student Conduct       
Jessie Chin,Assistant Professor,https://ischool.illinois.edu/people/jessie-chin,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",Jessie Chin,100.0,Research Advisory      
Jessie Chin,Assistant Professor,https://ischool.illinois.edu/people/jessie-chin,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",Jessie Chin,100.0,Capricious Grading & Student Conduct       
Jessie Chin,Assistant Professor,https://ischool.illinois.edu/people/jessie-chin,"Health, Medical, and Bio-Informatics",https://ischool.illinois.edu/research/areas/health-medical-and-bio-informatics,"Collecting and analyzing biological, medical, and health information
",Jessie Chin,100.0,Research Advisory      
Jessie Chin,Assistant Professor,https://ischool.illinois.edu/people/jessie-chin,"Health, Medical, and Bio-Informatics",https://ischool.illinois.edu/research/areas/health-medical-and-bio-informatics,"Collecting and analyzing biological, medical, and health information
",Jessie Chin,100.0,Capricious Grading & Student Conduct       
Jessie Chin,Assistant Professor,https://ischool.illinois.edu/people/jessie-chin,Information Literacy,https://ischool.illinois.edu/research/areas/information-literacy,"Information literacy is an important skillset that enables individuals to locate, contextualize, evaluate, effectively use, and appropriately communicate information in a variety of different formats
",Jessie Chin,100.0,Research Advisory      
Jessie Chin,Assistant Professor,https://ischool.illinois.edu/people/jessie-chin,Information Literacy,https://ischool.illinois.edu/research/areas/information-literacy,"Information literacy is an important skillset that enables individuals to locate, contextualize, evaluate, effectively use, and appropriately communicate information in a variety of different formats
",Jessie Chin,100.0,Capricious Grading & Student Conduct       
JooYoung Seo,Assistant Professor,https://ischool.illinois.edu/people/jooyoung-seo,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",JooYoung Seo,100.0,PhD 
JooYoung Seo,Assistant Professor,https://ischool.illinois.edu/people/jooyoung-seo,Data Analytics and Human Centered Data,https://ischool.illinois.edu/research/areas/data-analytics-and-human-centered-data,"Using computational methods to transform both structured and unstructured data into actionable knowledge; and to understand and enable humans to explore and gain insight from vast data sets
",JooYoung Seo,100.0,PhD 
JooYoung Seo,Assistant Professor,https://ischool.illinois.edu/people/jooyoung-seo,Design and Evaluation of Information Systems and Services,https://ischool.illinois.edu/research/areas/design-and-evaluation-information-systems-and-services,"Understanding the problems with existing information systems and services, and making them more effective and easier to use
",JooYoung Seo,100.0,PhD 
JooYoung Seo,Assistant Professor,https://ischool.illinois.edu/people/jooyoung-seo,Diversity and Social Justice,https://ischool.illinois.edu/research/areas/diversity-and-social-justice,"Addressing challenging, but necessary, topics such as racism, privilege, power, etc., and coupling them with critical theory in an effort to develop compassionate, proactive, and culturally competent information professionals
",JooYoung Seo,100.0,PhD 
JooYoung Seo,Assistant Professor,https://ischool.illinois.edu/people/jooyoung-seo,"Health, Medical, and Bio-Informatics",https://ischool.illinois.edu/research/areas/health-medical-and-bio-informatics,"Collecting and analyzing biological, medical, and health information
",JooYoung Seo,100.0,PhD 
Meicen Sun,Assistant Professor,https://ischool.illinois.edu/people/meicen-sun,"Computational Social Science, Social Computing",https://ischool.illinois.edu/research/areas/computational-social-science,"Using computational methods to study and model social systems and user behaviors
",Meicen Sun,100.0,AI 
Madelyn Rose Sanfilippo,Assistant Professor,https://ischool.illinois.edu/people/madelyn-rose-sanfilippo,Computing for Social Good,https://ischool.illinois.edu/research/areas/computing-social-good,"Understanding computing's potential for good (and harm), including the role of computing and technology in responding to social, ecological, political, and other challenges
",Madelyn Sanfilippo,100.0,PhD 
